target,rows,naive_mae,curve_mae,selected_model
player_impact_estimate,424,0.017337264150943398,0.017283209616379688,DEVELOPMENT_CURVE
minutes_per_game,424,4.603301886792453,4.434008406916791,DEVELOPMENT_CURVE
points_per_36,424,2.5798463840046892,2.555420968100352,DEVELOPMENT_CURVE
availability,424,0.2227335480901979,0.2198990544380376,DEVELOPMENT_CURVE
